customer_id,age,tenure_months,monthly_charges,total_charges,num_support_calls,churn
150,44,35,22.216575589061176,2479.976127707729,6,1
151,26,52,36.70736563519982,5916.306956711672,5,0
152,32,31,117.41745086586968,1394.209491538391,9,1
153,32,68,82.82565938100043,2819.497095879712,5,1
154,43,52,65.06671206067313,5365.181659635434,4,1
155,59,7,27.87609330463699,7507.442783014222,1,0
156,30,22,86.96611616328767,694.8716337165561,3,1
157,68,56,33.780298768126784,4180.830312816295,0,0
158,49,58,87.11861221591816,747.0521799782557,8,1
159,56,64,117.91764972000584,3095.1424125171707,8,1
160,66,12,73.19726586169527,1485.5533822900284,7,1
161,69,7,41.40846545026608,5230.563538370256,3,1
162,49,55,82.52837508795982,6086.877160442081,4,0
163,21,62,71.29296877912829,2054.0113318151807,0,0
164,47,55,73.3140263610646,5731.8084775166935,3,1
165,54,36,67.81069461199968,3629.8696090677695,3,0
166,40,24,87.37405742435558,2340.2822400736536,4,1
167,56,44,77.1945362407002,4234.873182625203,1,0
168,62,17,118.69950774543729,3099.2361361856283,1,1
169,32,2,102.58634210423187,1916.9704109864492,1,0
170,60,13,46.46983777110066,6079.073889426875,7,1
171,46,31,92.57565219049737,6400.440776588893,1,0
172,53,28,41.430034938473455,6422.466701964528,5,1
173,30,60,98.23464080813912,3118.928088681987,1,0
174,49,27,34.75576399773422,1439.2747661340459,7,0
175,24,15,67.35538335472381,6739.24912390908,0,0
176,68,33,99.06061983060746,2701.1846242410857,1,0
177,39,20,48.011270230656535,6009.727737790954,4,0
178,45,42,103.71191251316631,6557.859432248506,5,1
179,19,12,84.4150709033972,6168.404731061787,8,0
180,59,23,59.75223291072159,3179.4676424573804,5,0
181,62,14,62.34167093062718,7510.332140055236,7,1
182,23,25,112.59915339198554,5315.283092744088,6,0
183,45,31,41.77910000123793,4648.395646138453,0,0
184,45,54,89.33626151747102,5613.481906392609,1,1
185,61,5,90.72942057415355,453.3442737965816,3,1
186,61,13,112.24496931836367,3185.06828495124,0,1
187,37,28,91.31642687573407,7061.615515385065,7,1
188,47,43,78.4467418058375,1372.5296418161417,3,0
189,28,47,110.25225390162929,3373.7651171170046,6,0
190,45,71,102.91320296483981,3301.45913025857,6,0
191,42,38,91.67764548342262,2912.7295145538933,7,1
192,56,67,23.25783823921745,4542.575497985942,8,1
193,50,62,57.35204182403614,7969.964591726987,8,0
194,18,39,83.18896722018543,2121.2059054143747,6,0
195,44,37,72.2250524356765,5669.161268342433,8,1
196,69,8,51.93183264978438,6088.160482427798,4,1
197,30,52,34.44239155097765,4717.537989469332,9,1
198,58,33,75.29965826889216,870.0579344193299,3,1
199,20,42,48.5917575862213,4621.750629027849,2,1
200,56,27,43.30004898089963,7632.3693578126495,5,1
201,23,8,59.89582270549336,2802.2751406705206,9,1
202,25,23,98.54914332142687,5153.5361983974835,8,1
203,44,64,68.78535023663122,7679.242086159461,3,0
204,26,20,41.649221049866995,6404.1232217545,1,0
205,54,16,31.690314228004837,5537.631064606639,2,0
206,50,17,69.89872637748,7772.076142269681,2,0
207,68,19,99.43663984222346,1447.6053468605214,1,1
208,59,8,85.28180236539404,6204.715429148725,8,1
209,61,38,43.21488801432496,3314.00256184991,3,0
210,41,38,63.67065856894923,2947.4103326759837,2,1
211,32,53,105.52303633440688,4213.312863775487,9,1
212,49,31,37.76559078528389,366.63336434191984,5,0
213,49,44,73.2080570682897,2568.984005334066,7,1
214,41,60,55.62315087608415,1413.102406734954,7,0
215,58,17,32.41797548295194,1195.6581053967072,9,0
216,69,39,24.990392091089824,2764.990029158775,5,1
217,66,42,75.58713846457952,6437.888428284603,4,1
218,66,48,22.074887374037893,1688.777436055043,6,1
219,69,12,30.344611669293492,4298.184697016037,2,0
220,29,18,54.75642811617412,6014.383932877724,9,1
221,56,6,24.352018535576274,2003.6751257504368,1,0
222,19,43,60.044522645188486,7401.206036470598,7,1
223,20,35,33.0365024176891,6945.333436319667,8,1
224,66,54,54.98730907001539,2084.3078726973563,5,0
225,54,62,99.11596870900682,7918.140732189771,3,1
226,66,69,82.6364344476658,5386.451643508629,5,0
227,34,16,64.54010777875091,2360.190295621163,6,0
228,66,8,29.18333078551604,5480.195896913988,7,1
229,19,31,81.9149659314733,5363.3613361860025,2,0
230,19,10,36.37096525090504,4888.929635401199,5,0
231,45,56,27.658634386161488,5722.399277519951,9,0
232,40,70,86.39960174596078,2219.6939539643963,5,0
233,54,20,111.20598978210074,7833.985336157323,9,1
234,49,5,66.05934367705224,6877.376482473749,6,1
235,50,23,24.099591060811402,5991.356685771636,3,0
236,18,9,108.0297717418541,307.809449465668,5,1
237,36,58,26.69737661235741,4764.04444867993,1,0
238,19,59,106.75132427015872,5681.223506324806,7,1
239,61,54,59.1819373222931,6847.388634152277,2,1
240,43,46,56.53945386230897,7574.641262132646,8,0
241,49,22,74.27973794564518,7335.239489539845,7,1
242,23,64,115.70848174442187,3307.7549666132372,5,0
243,49,8,109.87405450859782,7182.359384994227,9,1
244,21,20,67.03300883047672,105.91559279748243,1,0
245,28,51,89.58232310238185,2876.654170911513,7,1
246,34,39,78.04292523434124,999.6604469201098,5,1
247,55,37,89.34615790631675,7076.234830396599,0,0
248,41,50,102.9327460062097,7431.057052925325,5,1
249,22,34,23.449382886859386,2122.4665033867673,4,1
250,69,33,52.575985392789754,3001.7525401911603,5,0
251,51,31,115.93291082338672,7872.63319339503,0,0
252,23,54,114.93363085249241,4571.9013634622315,3,1
253,39,44,21.12208899774625,4026.7411630309525,6,0
254,28,34,40.144012992236625,4053.43985763096,4,0
255,65,71,119.37700423443627,5599.886616254983,5,1
256,33,62,69.2825075899486,7640.889974698909,1,1
257,50,23,77.28660039668526,2996.317195043745,7,1
258,26,46,36.642018552245254,1463.9977745774393,9,0
259,23,56,109.43356087585296,1561.6018480086245,3,1
260,33,7,43.12642996491129,260.8364008707628,5,1
261,46,61,38.964763001953656,4487.742919342424,2,0
262,20,3,42.812240332032815,7440.026029076561,8,1
263,37,38,111.96217026410088,5733.307473493688,7,0
264,53,34,90.28467071768492,7944.419759922519,5,0
265,36,44,96.85963944902751,7285.2665186611,8,0
266,43,30,57.703635818425276,3985.675619784351,9,1
267,20,17,110.91770149305614,3943.740106670465,8,1
268,36,59,98.94079523393897,5064.022115645689,1,1
269,37,10,95.05973625073213,976.3912194782574,8,1
270,49,18,117.09402836729517,4900.705499565031,7,1
271,24,45,56.61968307933486,3766.1847565133635,1,0
272,69,59,81.09736467958811,5177.64937071363,8,1
273,58,62,110.99296989772162,4565.15874945302,4,0
274,50,59,99.08889431859525,2552.127296247697,8,1
275,57,49,76.3378958225615,4901.3196658454135,2,1
276,56,63,27.621368478019885,2991.51338767047,3,0
277,35,32,85.27234395556732,1637.5070111177613,0,1
278,57,10,72.65555568678522,5433.05969728845,4,1
279,18,11,38.41804614846264,2520.1420348467836,6,0
280,28,70,108.22531233425974,7123.295760941685,6,1
281,45,62,54.32485948987433,1674.7264317422878,5,1
282,42,47,58.74798935172969,4841.13790361686,5,0
283,67,34,87.24015487964105,4615.235321309101,7,1
284,40,17,68.87987420412409,1662.1602263290972,9,1
285,48,54,28.92810762791494,3575.106027029865,8,0
286,47,40,58.74416173552348,5436.756295188075,3,1
287,59,19,29.446611793823312,2616.364915470796,3,0
288,52,67,39.07504031233812,999.2621935189736,7,0
289,24,53,20.717443835045383,4960.401648167257,4,0
290,33,64,38.13130814846622,1870.563027858077,9,0
291,43,47,53.04473539983609,5483.652339389743,8,1
292,65,6,73.82184337322946,6731.790063014922,5,1
293,69,16,111.92772111827323,1074.507434453385,8,1
294,66,18,74.03268672420552,3557.111907548277,3,1
295,19,52,90.56035413643416,3614.8859278555415,0,1
296,18,48,55.767709130577416,5097.033757368924,3,1
297,65,43,95.16307935672674,2741.822637500787,8,0
298,29,39,82.04687460514774,3406.6963291513634,6,1
299,22,49,65.97940132748613,194.73082782321643,5,0
300,54,12,39.37687948912258,1067.1646983477485,1,0
301,49,10,50.354090799729896,4601.910586484532,3,0
302,26,71,82.09460873757551,1805.5768223307218,0,0
303,58,55,62.6056324364573,1242.157429391363,2,1
304,52,1,108.93865567490519,2662.8608669168893,1,1
305,36,49,43.48402715355853,1391.9319899716754,3,0
306,65,36,27.30726522532723,571.0172481770132,3,1
307,33,21,78.93485765054845,2342.4801682389852,8,1
308,20,37,108.60508401900759,1398.4316867878538,6,1
309,37,24,56.473902943978864,6415.226364445207,2,1
310,41,55,84.77113348681651,594.9900387522388,6,0
311,50,25,43.14126221771487,6004.801570456868,7,1
312,41,7,75.84719216726883,3124.091145117294,6,0
313,69,71,98.67921008626531,5435.038343860221,7,1
314,28,71,106.70315987766838,516.2465470337745,8,0
315,66,24,30.511912985239668,7373.56155883761,0,0
316,25,11,55.637451629324545,6162.268008287714,9,1
317,53,12,83.96444419358703,1207.1302678063864,5,1
318,55,35,23.472286809365222,1828.396531116147,3,0
319,57,63,89.0615200150827,5187.570237851938,0,1
320,37,68,72.8033882803827,7380.3445739253675,1,0
321,52,57,48.856627922002644,3622.075888949245,9,1
322,65,13,101.46544505940506,3936.499080672265,3,1
323,42,23,49.00507122957752,1978.6220649733343,0,0
324,52,39,119.14150462038035,3125.7859174069445,5,0
325,42,12,101.63701891133404,2359.539852359415,0,1
326,46,34,90.79805013830877,2869.5120821387236,8,1
327,35,71,26.134755796264603,262.72123556724296,9,0
328,63,31,110.43103719872735,424.3798829106782,2,1
329,35,62,99.0055305737551,5477.423617880333,0,0
330,19,13,42.902507929180224,5486.181992488767,5,1
331,52,31,59.224818132688895,2708.821742653096,5,1
332,33,2,46.863155161914285,7095.152934355311,6,1
333,58,15,118.44160341810665,2202.2857179793946,6,1
334,53,57,105.41964448055595,3226.69977759376,9,1
335,50,34,113.02253026951026,5877.867431836933,3,1
336,21,68,98.87742363754299,5974.188130546531,4,0
337,50,29,65.63482410702476,6903.209525370951,2,1
338,31,66,40.543424981468505,329.56643105710316,5,1
339,38,16,40.80801569097338,1551.6935810151517,6,1
340,65,39,35.1682848366677,5160.516988293481,8,1
341,37,37,74.6649550303397,2771.7781769675894,8,1
342,25,21,111.99665228636425,444.1372003538584,4,0
343,24,44,119.17980700457663,4733.086723862839,3,1
344,20,19,48.72998000367648,3205.2782678720114,6,0
345,34,71,89.73145402967293,2976.3493824977345,2,1
346,50,8,79.70980156103778,2188.4778490180242,3,1
347,65,66,68.89361168763111,147.38335562400485,8,1
348,29,41,86.57686438120413,1540.6441340679523,4,1
349,68,70,57.1363018980069,3846.4588527669803,9,1
350,39,61,114.44847750934495,2278.317979393674,6,0
351,39,26,90.5448867706337,7007.670566181295,1,1
352,63,71,95.42010919924448,1229.6973310352944,8,1
353,47,70,44.242209500607395,7015.1882675859915,4,1
354,55,29,36.858200349761944,3298.123887116087,4,0
355,55,66,59.4340793094323,2279.138473242842,3,1
356,62,19,96.66724853361539,2503.9056822672324,7,1
357,68,68,113.87959097528575,2707.559263349038,3,1
358,25,58,62.732982597400785,4101.855478990787,1,0
359,44,70,97.41567924971659,2895.6702589840556,4,0
360,44,57,67.04076194668096,5212.9301416016815,2,0
361,51,37,49.522824955546376,3458.914155955156,3,0
362,38,61,93.92651507258476,5405.985306493385,2,0
363,47,30,99.82021339813272,4874.968704977656,6,0
364,50,71,40.284079408068024,2031.1863821911647,5,0
365,45,25,50.51695020453307,6520.908974015698,1,1
366,64,65,69.47768434736622,6411.953595406095,7,1
367,50,6,38.65218297668767,7912.945689429366,4,0
368,22,18,112.88342987537925,1482.8960620243056,5,1
369,65,10,79.13339125607484,6797.921932262115,7,1
370,36,11,32.12032773716927,6988.64928808666,6,0
371,21,65,38.402986468246205,5173.0969161587245,2,1
372,52,65,115.43553453248444,4100.439744483254,1,0
373,66,52,93.81685856966183,7662.350493735364,2,0
374,34,67,93.44050845049861,7784.266230223002,7,1
375,61,31,27.249859400505454,5169.409905103389,3,0
376,45,17,109.5298837708947,2940.5228776008835,7,1
377,47,55,64.37353625586046,6555.604949380957,3,0
378,46,36,85.97173226399262,805.1181909978912,6,1
379,63,26,115.9689219114014,2395.705587835313,5,0
380,23,53,30.00123803565569,7885.878928705516,9,0
381,52,17,68.22764594865787,6533.233758935059,0,0
382,58,25,24.96127366619318,7522.701525396078,7,1
383,54,2,69.95454233237155,4798.87711394748,5,1
384,41,5,45.22594104875711,3320.6124193701157,1,0
385,46,4,111.10655292738706,7839.5518167892,4,1
386,66,36,59.849249427308685,2544.4621282715225,1,0
387,63,6,83.38724460520791,6083.572803380494,9,1
388,48,21,106.0287264814549,4509.834967411645,6,1
389,52,26,118.36918584171765,1905.2064495642765,9,1
390,50,55,70.3819370328546,238.117970527487,5,0
391,69,39,65.57577028614558,3131.736314982259,6,0
392,38,33,27.57396452964587,4426.714603730738,5,1
393,49,14,21.273894333721504,1547.2041675323862,9,1
394,40,56,80.88020924984961,3374.983598303691,0,0
395,50,21,26.5464352147646,4960.000452205783,2,1
396,20,46,58.037893703847324,5747.892698726883,9,1
397,35,16,20.36064361064615,516.6659862616453,1,0
398,42,16,81.52274989656708,5347.028492238651,0,1
399,59,29,62.54151604404962,547.671740133987,0,1
400,48,8,32.70207697862878,322.6654133388159,3,0
401,20,3,49.636760684082205,1304.0550046929952,0,1
402,57,19,76.96606989719245,5263.788051971366,1,1
403,63,66,85.67133680099771,517.2893987872077,0,0
404,41,22,66.23358796634469,265.08007642403567,5,1
405,67,46,100.39591160909458,1031.8801396456759,3,0
406,49,13,31.24404117029857,7602.795826613511,7,0
407,64,33,28.454572261240777,7267.4942244250105,4,1
408,39,5,24.42442690178083,783.0812032872669,9,1
409,40,27,73.58278394494423,2501.704149780848,4,1
410,19,24,90.62317042344579,7583.610268473407,7,1
411,44,67,33.05213994225297,871.7326203063595,9,0
412,59,63,83.89456218553924,847.3082576501706,5,1
413,19,48,67.69477661895347,779.4307921043586,5,1
414,43,63,118.73445001511152,7814.162288879539,2,0
415,34,12,91.74736092664115,5970.557254931217,5,0
416,57,28,85.74733351916258,1794.4265021384576,9,0
417,50,44,77.04497348723446,462.9833642423733,6,1
418,26,43,119.73661815497039,7725.407920401114,1,1
419,60,17,118.04591708545773,3461.3634299015603,2,1
420,65,40,73.81151254945216,4827.165567530299,5,1
421,56,49,65.51833473342617,2305.6502446351906,9,0
422,46,57,66.21149227017524,6091.046546098368,8,0
423,59,64,62.83423903233656,1654.7385325627301,8,1
424,43,57,73.13983069963221,6316.604273666564,7,1
425,52,70,47.358426781437075,1921.764042346774,7,0
426,67,43,112.67887831144266,873.5065829047335,8,1
427,42,23,69.02300814619352,3882.6981807933485,8,1
428,41,27,104.20078118386091,6524.4127744756415,9,1
429,30,58,67.530367466762,3140.4311020511373,8,0
430,24,37,91.8290273910243,328.10184028731237,4,1
431,53,6,53.688196447658,4471.146727156283,5,0
432,62,65,82.48068577332604,5475.723972495867,4,0
433,37,6,69.83714454509195,5951.490068154453,0,1
434,18,50,56.71142565336098,3275.2071390433434,3,1
435,25,22,108.1556261068001,866.4550887899644,0,1
436,63,25,31.271168274890897,4716.178832260753,0,0
437,33,51,68.69231483191103,2703.428293381636,2,0
438,31,48,39.43690732661367,7580.411109971338,6,0
439,29,70,106.10550912175916,4071.425653684489,0,0
440,68,65,45.34693447156634,3830.9017697119316,6,1
441,40,60,83.34303401118217,2542.7553053150186,9,1
442,32,46,36.55635150853541,2776.4133925300284,9,0
443,45,36,60.49136694708366,4150.762794231305,0,0
444,51,58,109.93571956493642,2522.651882988459,8,1
445,19,38,36.606444440194046,7149.208586510456,4,0
446,49,11,86.31958253483397,3568.241666189959,5,1
447,40,12,40.45103705559548,2406.974463702892,8,1
448,39,42,61.574905253216585,1327.6191849750799,2,0
449,68,39,74.06168843745994,5411.570737772829,2,0
450,42,71,77.73064181897479,303.7168519561141,4,0
451,39,11,80.25113375531554,3654.966718642529,6,0
452,39,36,84.01314153909222,4445.962380901069,2,0
453,66,52,47.17686976737975,2784.2984259546197,3,1
454,69,31,60.136748571715906,6023.560203472545,1,0
455,59,33,23.73186635750644,5437.717925019717,8,1
456,23,13,96.87569765313751,7774.052001802697,9,1
457,32,18,103.70995017889024,4119.257714388487,8,1
458,60,41,39.92367634855455,4348.717680572126,1,0
459,54,58,40.14439646296818,2042.1306216311953,4,1
460,50,56,24.20364021904207,3145.322736772692,0,0
461,25,24,117.03838227924875,312.19867015060134,7,1
462,61,31,100.71865681172291,5545.2708299217475,5,1
463,61,55,56.070320290603206,2561.8201174999663,9,1
464,22,10,68.19082714698253,4368.899376366913,9,1
465,56,60,49.196696065086854,2114.4399316464974,1,0
466,21,2,79.72439683220844,5006.185982683303,1,0
467,23,15,91.73084123335083,3635.9016943369506,9,1
468,62,3,64.7368477991872,3906.699153851724,4,0
469,49,43,107.35941932916235,7546.5964045410765,6,0
470,69,31,71.70258622188099,5678.666552678495,8,1
471,47,70,34.42532690778108,2169.0079112405842,8,0
472,64,67,82.22913758376416,4080.9823601572607,5,0
473,52,56,66.22309659078026,3786.7152705106287,1,0
474,57,63,113.56718630817258,6380.915594339073,5,1
475,69,15,59.189392093591344,6683.50540136,0,0
476,33,10,60.28657391501041,2339.1982996596307,1,1
477,30,38,85.07733897816102,6587.096485859267,2,1
478,67,47,72.6986218326428,1518.0611017989115,4,0
479,59,57,57.444987753843485,6125.887380847794,9,1
480,47,50,118.97744156800896,2065.3978960307495,0,0
481,36,71,50.218550999941684,2453.6561435650374,9,1
482,34,15,47.75287919850285,6834.495937493052,4,1
483,36,18,106.44276285221034,3418.5914339447463,4,0
484,45,2,20.33729435505555,7925.470016364739,3,0
485,43,43,40.12531609049076,1300.3499362687849,2,0
486,54,26,79.04466882619761,3760.457400513499,6,1
487,43,71,36.24505278446649,5886.357614180596,6,0
488,40,38,118.58039227235882,142.39975803020886,0,0
489,26,42,66.41956224216311,1299.6566977248372,6,0
490,29,5,79.7364074960551,260.8183203467445,2,1
491,18,11,36.03734651051931,7943.735136523755,2,0
492,18,65,48.93781008719279,6108.934833129617,5,0
493,64,34,81.46247826794155,3051.1168721981417,5,1
494,51,1,74.95533732863976,1334.6509841045283,3,1
495,49,2,98.43639454411661,814.0276181472603,4,0
496,65,20,46.92331785743162,4302.066884352204,2,0
497,42,61,85.3542146706534,7809.541413773671,2,1
498,57,21,49.09755057488654,5429.426462796335,8,1
499,62,68,78.67526197461204,2984.5931092439628,4,0
500,18,12,80.50309676852086,4056.7226885761575,0,1
501,33,22,32.18391113544888,7991.33660672167,8,1
502,56,20,74.86331106862661,4198.253208187159,9,1
503,22,1,21.19382999541825,7717.19173763321,5,1
504,39,30,70.12107513746915,229.2575786608254,8,1
505,46,24,89.7521888608075,5795.608713049963,6,1
506,20,14,27.28327289899887,5054.575448783621,9,0
507,29,36,113.87108164170272,5514.105881812841,9,1
508,43,69,65.87555319894543,4607.480005133877,6,1
509,33,24,113.84162756240619,448.9965323090811,4,1
510,68,60,30.73984236911325,1281.5550903854246,6,1
511,54,55,114.99025944195347,7385.785035648195,9,1
512,39,24,30.919709942534674,1940.1075661002212,3,1
513,46,24,66.1495798451336,7944.204427682839,5,1
514,31,54,113.79920667268657,5468.7490267174735,1,1
515,45,26,43.27082003888715,3610.400471996858,9,1
516,22,66,23.478498085873404,7368.385965844716,2,0
517,64,38,99.31106750282208,6380.390897977898,1,0
518,66,65,79.58836376690098,3488.824128720726,9,0
519,47,51,71.39211929014407,641.8844809121128,1,0
520,63,35,23.434338435321838,6959.606138822556,6,0
521,69,43,85.32312688068451,6143.815457730895,4,1
522,22,29,37.16233518845648,6346.805214596646,5,1
523,29,37,113.11966802046953,5984.3839885318885,2,0
524,33,58,88.57269510756821,2278.460466086855,9,1
525,43,54,90.70338880338365,6884.881185387767,4,0
526,43,39,43.25802726112804,117.63716983845913,4,0
527,65,42,108.07538380567183,1974.482599231646,3,0
528,38,28,73.7732570783201,467.82083071114596,9,0
529,56,29,105.70841778142305,973.7120076847841,3,1
530,53,43,47.0947474832276,4305.795186388293,7,1
